Start,distance,steps,flights,active_cals,stepgoal
1/31/20,4.646583009,8033,3,504.701,Step Goal Fail
2/1/20,1.218916761,2277,0,228.776,Step Goal Fail
2/2/20,1.795562917,3303,0,339.235,Step Goal Fail
2/3/20,9.385496937,15550,3,977.657,Step Goal Complete!
2/4/20,2.525762424,4509,1,372.25,Step Goal Fail
2/5/20,4.423895106,7596,4,836.225,Step Goal Fail
2/6/20,5.449501921,9298,5,581.904,Step Goal Fail
2/7/20,5.599578977,9874,2,590.78,Step Goal Fail
2/8/20,0.941451473,1741,0,174.535,Step Goal Fail
2/9/20,4.396803485,7411,3,445.753,Step Goal Fail
2/10/20,5.423745587,8973.648988,1,524.181,Step Goal Fail
2/11/20,6.032424118,10283,7,642.65,Step Goal Complete!
2/12/20,6.65888204,11107,2,626.897,Step Goal Complete!
2/13/20,6.56981885,10771,3,645.704,Step Goal Complete!
2/14/20,1.992798567,3482,1,306.265,Step Goal Fail
2/15/20,4.459688024,8093,2,479.116,Step Goal Fail
2/16/20,6.227538452,10830,2,604.943,Step Goal Complete!
2/17/20,10.39976594,16488,1,1053.364,Step Goal Complete!
2/18/20,7.714446744,12016,5,883.493,Step Goal Complete!
2/19/20,4.546966666,7773,2,481.485,Step Goal Fail
2/20/20,5.089572866,8853,4,563.517,Step Goal Fail
2/21/20,4.343809888,7374,3,527.712,Step Goal Fail
2/22/20,7.631176918,13269,8,801.148,Step Goal Complete!
2/23/20,3.325181419,5803,1,396.392,Step Goal Fail
2/24/20,9.465234881,16411,3,942.873,Step Goal Complete!
2/25/20,9.170140612,16379,4,968.513,Step Goal Complete!
2/26/20,5.16327148,9057.309498,5,556.143,Step Goal Fail
2/27/20,3.834713474,6913,5,487.481,Step Goal Fail
2/28/20,3.798338976,6796,2,459.551,Step Goal Fail
2/29/20,2.37289171,4409,0,284.718,Step Goal Fail
3/1/20,5.881685392,10275,2,698.749,Step Goal Complete!
3/2/20,9.039956761,15662,3,943.698,Step Goal Complete!
3/3/20,7.819925292,14387,2,828.674,Step Goal Complete!
3/4/20,8.4042303,14452,3,759.467,Step Goal Complete!
3/5/20,4.476569955,8066,5,534.271,Step Goal Fail
3/6/20,8.216730958,14605,4,907.3729278,Step Goal Complete!
3/7/20,7.96827836,13238,3,884.798489,Step Goal Complete!
3/8/20,3.078169736,5341,1,362.5685832,Step Goal Fail
3/9/20,7.434970059,12015,2,818.229,Step Goal Complete!
3/10/20,8.363154538,13585,4,899.947,Step Goal Complete!
3/11/20,4.509519092,7737,3,508.374,Step Goal Fail
3/12/20,3.117443285,5497,2,384.986,Step Goal Fail
3/13/20,4.535176829,7981,9,506.989,Step Goal Fail
3/14/20,9.762501374,15831.60177,8,1015.612387,Step Goal Complete!
3/15/20,3.709956682,6609.398231,31,555.8316127,Step Goal Fail
3/16/20,5.863383715,10239,15,691.9648836,Step Goal Complete!
3/17/20,3.468627464,6265.155311,1,332.7541164,Step Goal Fail
3/18/20,0.944112917,1760,0,220.129,Step Goal Fail
3/19/20,0.455008662,895,0,0,Step Goal Fail
3/20/20,1.599476731,3048,1,0.351,Step Goal Fail
3/21/20,0,0,0,0,Step Goal Fail
3/22/20,0.725134306,1374.603218,0,180.331,Step Goal Fail
3/23/20,0.97649019,1819.444193,0,252.016,Step Goal Fail
3/24/20,3.662971373,6625,1,455.114,Step Goal Fail
3/25/20,4.288813693,7696.196986,2,475.234,Step Goal Fail
3/26/20,2.899760577,5074,2,372.533,Step Goal Fail
3/27/20,2.509439115,4522,1,309.052,Step Goal Fail
3/28/20,3.522263197,6251.595408,1,384.235,Step Goal Fail
3/29/20,2.462119408,4237,1,293.161,Step Goal Fail
3/30/20,2.959220966,5237,1,377.482,Step Goal Fail
3/31/20,6.379589912,9768,0,767.348,Step Goal Fail
4/1/20,3.165466816,5624,1,395.444,Step Goal Fail
4/2/20,2.805868833,4975,1,377.495,Step Goal Fail
4/3/20,3.445160878,6162,1,416.694,Step Goal Fail
4/4/20,2.852710123,5023,1,317.839,Step Goal Fail
4/5/20,3.040506581,5192,1,355.207,Step Goal Fail
4/6/20,5.962625313,8702,0,754.462,Step Goal Fail
4/7/20,2.825686099,4957,1,363.349,Step Goal Fail
4/8/20,3.861603212,6784,2,448.368,Step Goal Fail
4/9/20,3.220615995,5516,1,414.17,Step Goal Fail
4/10/20,3.225696316,5593.093301,1,398.578,Step Goal Fail
4/11/20,3.088539099,5303,1,342.029,Step Goal Fail
4/12/20,2.835612936,4996,1,354.029,Step Goal Fail
4/13/20,2.554541915,4525,1.457245238,337.322,Step Goal Fail
4/14/20,2.652974058,4703,1,356.685,Step Goal Fail
4/15/20,3.629815319,6408,3,449.091,Step Goal Fail
4/16/20,3.29169037,5864.892289,1,424.939,Step Goal Fail
4/17/20,2.65400342,4629,1,360.634,Step Goal Fail
4/18/20,5.007803098,8791,2,485.085,Step Goal Fail
4/19/20,4.551094277,8031.208196,3,496.771,Step Goal Fail
4/20/20,3.265601042,5621.899522,1,406.747,Step Goal Fail
4/21/20,4.695377557,8183,7,523.267,Step Goal Fail
4/22/20,3.820164443,6860.61757,2,476.562,Step Goal Fail
4/23/20,4.708066145,8213,2,517.312,Step Goal Fail
4/24/20,2.73175954,4841,1,380.948,Step Goal Fail
4/25/20,8.280825205,12735.39329,4,869.994,Step Goal Complete!
4/26/20,2.603169556,4613,1,311.75,Step Goal Fail
4/27/20,2.694638862,4860,2,362.007,Step Goal Fail
4/28/20,2.72609381,4777.546906,1,360.5,Step Goal Fail
4/29/20,5.226571462,9178,3,545.477,Step Goal Fail
4/30/20,3.436422357,5868,2,451.726,Step Goal Fail
5/1/20,2.891075302,5099,1,370.366,Step Goal Fail
5/2/20,1.43374042,2637.346655,0,270.05,Step Goal Fail
5/3/20,1.758225545,3080,0,447.642,Step Goal Fail
5/4/20,6.280237292,9382,0,754.782,Step Goal Fail
5/5/20,3.237327063,5771,1,388.947,Step Goal Fail
5/6/20,2.836861591,5028,1,584.784,Step Goal Fail
5/7/20,2.560905517,4493,2,287.294,Step Goal Fail
5/8/20,2.52570541,4422,1,319.026,Step Goal Fail
5/9/20,1.429858083,2634.724479,0,204.38,Step Goal Fail
5/10/20,6.175636986,9226,4,715.979,Step Goal Fail
5/11/20,2.6755265,4746,1,329.061,Step Goal Fail
5/12/20,2.494864908,4222,0,553.775,Step Goal Fail
5/13/20,5.96088614,8687,1,704.753,Step Goal Fail
5/14/20,2.848852382,5060,1,363.083,Step Goal Fail
5/15/20,2.134518067,3477,0,530.368,Step Goal Fail
5/16/20,5.806397278,8328,1,720.341,Step Goal Fail
5/17/20,4.964486881,8632,1,468.299,Step Goal Fail
5/18/20,0.069507473,143,0,0,Step Goal Fail
5/19/20,2.689043939,4718,1,322.556,Step Goal Fail
5/20/20,5.857475419,10211,2,586.903,Step Goal Complete!
5/21/20,2.723655278,4814,1,348.76,Step Goal Fail
5/22/20,3.47427162,6174,1,392.176,Step Goal Fail
5/23/20,3.340616192,5908.574631,1,379.382,Step Goal Fail
5/24/20,4.306804032,7642,1,476.076,Step Goal Fail
5/25/20,2.770452511,4912,1,328.107,Step Goal Fail
5/26/20,4.650678999,8192,2,495.048,Step Goal Fail
5/27/20,4.029886102,7231,1,425.837,Step Goal Fail
5/28/20,4.504872829,7917,1,456.053,Step Goal Fail
5/29/20,4.55446567,7974,3,462.884,Step Goal Fail
5/30/20,5.228366295,9234,1,482.141,Step Goal Fail
5/31/20,4.023888381,7020,1,391.689,Step Goal Fail
6/1/20,4.04789166,7024,2,435.305,Step Goal Fail
6/2/20,4.550551041,7961,1,459.419,Step Goal Fail
6/3/20,4.176755049,7336,1,406.025,Step Goal Fail
6/4/20,4.050197102,7162,1,429.951,Step Goal Fail
6/5/20,5.132385828,9148,1,519.257,Step Goal Fail
6/6/20,4.470982424,7866,1,421.206,Step Goal Fail
6/7/20,5.249663957,9241,1,536.735,Step Goal Fail
6/8/20,4.45111009,7884,1,492.496,Step Goal Fail
6/9/20,5.157426468,9047.972431,1,521.244,Step Goal Fail
6/10/20,4.907949529,8632,1,483.064,Step Goal Fail
6/11/20,4.82706997,8587.685737,8.8985282,516.315,Step Goal Fail
6/12/20,5.042786094,8857,1,494.578,Step Goal Fail
6/13/20,5.005200612,8724,1,461.883,Step Goal Fail
6/14/20,4.97319571,8824,2,512.958,Step Goal Fail
6/15/20,4.300270484,7593,1,499.295,Step Goal Fail
6/16/20,4.765795197,8460,1,465.699,Step Goal Fail
6/17/20,5.210327577,9143,1,529.629,Step Goal Fail
6/18/20,4.094892859,7227,1,451.255,Step Goal Fail
6/19/20,2.747421369,5042,7.552453741,474.981,Step Goal Fail
6/20/20,4.464008271,8002,8,518.249,Step Goal Fail
6/21/20,4.326751098,7742,2,485.504,Step Goal Fail
6/22/20,3.630692142,6470.726647,4.721381497,436.021,Step Goal Fail
6/23/20,1.553277018,2894.046188,4,297.283,Step Goal Fail
6/24/20,7.740741468,13822,32,795.09,Step Goal Complete!
6/25/20,3.330282545,5791,4,427.932,Step Goal Fail
6/26/20,4.143059172,7299.76768,12,503.374,Step Goal Fail
6/27/20,2.870811181,5223.736642,12,454.877,Step Goal Fail
6/28/20,3.161555018,5756,6,471.2,Step Goal Fail
6/29/20,6.318317081,9505,1,728.462,Step Goal Fail
6/30/20,6.096523664,9335,1,709.163,Step Goal Fail
7/1/20,4.842591774,8538,0,550.067,Step Goal Fail
7/2/20,4.645971347,8116,1,487.704,Step Goal Fail
7/3/20,4.371945771,7826,0,403.724,Step Goal Fail
